biomass,biomass_author,biomass_year,biomass_journal,biomass_doi,biomass_database,biomass_mosaic,biomass_notes,height,height_author,height_year,height_journal,height_doi,height_database,height_mosaic,height_notes,growthdet,growthdet_author,growthdet_year,growthdet_journal,growthdet_doi,growthdet_database,growthdet_mosaic,growthdet_notes,regen,regen_author,regen_year,regen_journal,regen_doi,regen_database,regen_mosaic,regen_notes,dimorph,dimorph_author,dimorph_year,dimorph_journal,dimorph_doi,dimorph_database,dimorph_mosaic,dimorph_notes,matsyst,matsyst_author,matsyst_year,matsyst_journal,matsyst_doi,matsyst_database,matsyst_mosaic,matsyst_notes,hermaph,hermaph_author,hermaph_year,hermaph_journal,hermaph_doi,hermaph_database,hermaph_mosaic,hermaph_notes,seqherm,seqherm_author,seqherm_year,seqherm_journal,seqherm_doi,seqherm_database,seqherm_mosaic,seqherm_notes,dispcap,dispcap_author,dispcap_year,dispcap_journal,dispcap_doi,dispcap_database,dispcap_mosaic,dispcap_notes,disptype,disptype_author,disptype_year,disptype_journal,disptype_doi,disptype_database,disptype_mosaic,disptype_notes,checkModeDisp,modedisp_author,modedisp_year,modedisp_journal,modedispe_doi,modedisp_database,modedisp_mosaic,modedisp_notes,dispclass,dispclass_author,dispclass_year,dispclass_journal,dispclass_doi,dispclass_database,dispclass_mosaic,dispclass_notes,volancy,volancy_author,volancy_year,volancy_journal,volancy_doi,volancy_database,volancy_mosaic,volancy_notes,aquadep,aquadep_author,aquadep_year,aquadep_journal,aquadep_doi,aquadep_database,aquadep_mosaic,aquadep_notes,specieslist
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,TRY record exists,NDY,NDY,NDY,NDY,TRY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Schönswetter, P., Elven, R. & Brochmann, C.",2008,American Journal of Botany,doi.org/10.3732/ajb.2007196,NDY,NDY,,Passive,"Schönswetter, P., Elven, R. & Brochmann, C.",2008,American Journal of Botany,doi.org/10.3732/ajb.2007196,NDY,NDY,,Anemochory and Zoochory,"Schönswetter, P., Elven, R. & Brochmann, C.",2008,American Journal of Botany,doi.org/10.3732/ajb.2007196,NDY,NDY,,Seed,"Schönswetter, P., Elven, R. & Brochmann, C.",2008,American Journal of Botany,doi.org/10.3732/ajb.2007196,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,"Terrestrial, Water Habitat Independent","Stenström, A.; & Jónsdóttir, I.S.",2003,Global Change Biology,10.1111/j.1365-2486.1997.gcb134.x,NDY,NDY,,Carex bigelowii
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,TRY record exists,NDY,NDY,NDY,NDY,TRY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Crepaz, H. et al.",2021,Alpine Botany,doi.org/10.1007/s00035-020-00243-6,NDY,NDY,,Passive,"Crepaz, H. et al.",2021,Alpine Botany,doi.org/10.1007/s00035-020-00243-6,NDY,NDY,,Anemochory and Zoochory,"Crepaz, H. et al.",2021,Alpine Botany,doi.org/10.1007/s00035-020-00243-6,NDY,NDY,,Seed,"Crepaz, H. et al.",2021,Alpine Botany,doi.org/10.1007/s00035-020-00243-6,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Carex humilis
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,"Terrestrial, Water Habitat Independent",Silander. J.A.,1983,Oecologia,10.1007/BF00379524,NDY,NDY,,Cassia nemophila
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,TRY record exists,NDY,NDY,NDY,NDY,TRY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Wang, G. G. et al.",2013,United States Department of Agriculture Forest Service General Technical Report,https://www.srs.fs.fed.us/pubs/gtr/gtr_srs173.pdf,NDY,NDY,,Passive,"Wang, G. G. et al.",2013,United States Department of Agriculture Forest Service General Technical Report,https://www.srs.fs.fed.us/pubs/gtr/gtr_srs173.pdf,NDY,NDY,,Zoochory,"Wang, G. G. et al.",2013,United States Department of Agriculture Forest Service General Technical Report,https://www.srs.fs.fed.us/pubs/gtr/gtr_srs173.pdf,NDY,NDY,,Seed,"Wang, G. G. et al.",2013,United States Department of Agriculture Forest Service General Technical Report,https://www.srs.fs.fed.us/pubs/gtr/gtr_srs173.pdf,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Castanea dentata
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dioecious,"Escobedo-Sarti, J. & Mondragón, D.",2016,Bot. Sci.,10.17129/botsci.669,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"del Castillo, R. F. et al.",2013,Ecology and Evolution,doi.org/10.1002/ece3.765,NDY,NDY,,Passive,"del Castillo, R. F. et al.",2013,Ecology and Evolution,doi.org/10.1002/ece3.765,NDY,NDY,,Anemochory,"del Castillo, R. F. et al.",2013,Ecology and Evolution,doi.org/10.1002/ece3.765,NDY,NDY,,Seed,"del Castillo, R. F. et al.",2013,Ecology and Evolution,doi.org/10.1002/ece3.765,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Catopsis compacta
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,TRY record exists,NDY,NDY,NDY,NDY,TRY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dioecious,"Alvarez-Buylla, E. R., & Martinez-Ramos, M.",1992,J. Ecol.,10.2307/2261011,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Ehrlén, J. & Lehtilä, K.",2002,Oikos,doi.org/10.1034/j.1600-0706.2002.980212.x,NDY,NDY,,Passive,"Ehrlén, J. & Lehtilä, K.",2002,Oikos,doi.org/10.1034/j.1600-0706.2002.980212.x,NDY,NDY,,Zoochory,"Ehrlén, J. & Lehtilä, K.",2002,Oikos,doi.org/10.1034/j.1600-0706.2002.980212.x,NDY,NDY,,Seed,"Ehrlén, J. & Lehtilä, K.",2002,Oikos,doi.org/10.1034/j.1600-0706.2002.980212.x,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cecropia obtusifolia
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Pisanu, S., Filigheddu, R. & Farris, E.",2009,Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology,doi.org/10.1080/11263500902722493,NDY,NDY,,Passive,"Pisanu, S., Filigheddu, R. & Farris, E.",2009,Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology,doi.org/10.1080/11263500902722493,NDY,NDY,,Autochory and Zoochory,"Pisanu, S., Filigheddu, R. & Farris, E.",2009,Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology,doi.org/10.1080/11263500902722493,NDY,NDY,,Seed,"Pisanu, S., Filigheddu, R. & Farris, E.",2009,Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology,doi.org/10.1080/11263500902722493,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Centaurea horrida
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,TRY record exists,NDY,NDY,NDY,NDY,TRY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Buse-Dragomir, L., Nicolae, I. & Niculescu, M.",2019,"Annals of the University of Craiova - Agriculture, Montanology, Cadastre Series",http://anale.agro-craiova.ro/index.php/aamc/article/view/950,NDY,NDY,,Passive,"Buse-Dragomir, L., Nicolae, I. & Niculescu, M.",2019,"Annals of the University of Craiova - Agriculture, Montanology, Cadastre Series",http://anale.agro-craiova.ro/index.php/aamc/article/view/950,NDY,NDY,,Anemochory,"Buse-Dragomir, L., Nicolae, I. & Niculescu, M.",2019,"Annals of the University of Craiova - Agriculture, Montanology, Cadastre Series",http://anale.agro-craiova.ro/index.php/aamc/article/view/950,NDY,NDY,,Seed,"Buse-Dragomir, L., Nicolae, I. & Niculescu, M.",2019,"Annals of the University of Craiova - Agriculture, Montanology, Cadastre Series",http://anale.agro-craiova.ro/index.php/aamc/article/view/950,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cephalanthera longifolia
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Chamaecrista lineata var. keyensis
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dioecious,"Cuenca, A., Dransfield, J. B., & Asmussen-Lange, C. B.",2009,Taxon,10.1002/tax.584004,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Poelen, J. H., Simons, J. D. & Mungall, C. J.",2014,Ecological Informatics,doi.org/10.1016/j.ecoinf.2014.08.005,GloBI,NDY,,Passive,"Poelen, J. H., Simons, J. D. & Mungall, C. J.",2014,Ecological Informatics,doi.org/10.1016/j.ecoinf.2014.08.005,GloBI,NDY,,Zoochory,"Poelen, J. H., Simons, J. D. & Mungall, C. J.",2014,Ecological Informatics,doi.org/10.1016/j.ecoinf.2014.08.005,GloBI,NDY,,Seed,"Poelen, J. H., Simons, J. D. & Mungall, C. J.",2014,Ecological Informatics,doi.org/10.1016/j.ecoinf.2014.08.005,GloBI,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Chamaedorea elegans
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dioecious,"Cuenca, A., Dransfield, J. B., & Asmussen-Lange, C. B.",2009,Taxon,10.1002/tax.584004,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Berry, E. J. et al.",2008,Population Ecology,doi.org/10.1007/s10144-007-0067-z,NDY,NDY,,Passive,"Berry, E. J. et al.",2008,Population Ecology,doi.org/10.1007/s10144-007-0067-z,NDY,NDY,,Autochory and Zoochory,"Berry, E. J. et al.",2008,Population Ecology,doi.org/10.1007/s10144-007-0067-z,NDY,NDY,,Seed,"Berry, E. J. et al.",2008,Population Ecology,doi.org/10.1007/s10144-007-0067-z,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Chamaedorea radicalis
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,TRY record exists,NDY,NDY,NDY,NDY,TRY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Hermaphroditic,"De Vere, N.",2007,J. Ecol.,10.1111/j.1365-2745.2007.01265.x,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Soons, M. B. et al.",2005,Journal of Ecology,doi.org/10.1111/j.1365-2745.2005.01064.x,NDY,NDY,,Passive,"Soons, M. B. et al.",2005,Journal of Ecology,doi.org/10.1111/j.1365-2745.2005.01064.x,NDY,NDY,,Anemochory,"Soons, M. B. et al.",2005,Journal of Ecology,doi.org/10.1111/j.1365-2745.2005.01064.x,NDY,NDY,,Seed,"Soons, M. B. et al.",2005,Journal of Ecology,doi.org/10.1111/j.1365-2745.2005.01064.x,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cirsium dissectum
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,TRY record exists,NDY,NDY,NDY,NDY,TRY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Hermaphroditic,The Tree of Sex Consortium,2014,Sci Data,10.1038/sdata.2014.15,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Gucker, C. L.",2009,"Fire Effects Information System, [Online]",https://www.fs.fed.us/database/feis/plants/forb/cirpal/all.html,FEIS,NDY,,Passive,"Gucker, C. L.",2009,"Fire Effects Information System, [Online]",https://www.fs.fed.us/database/feis/plants/forb/cirpal/all.html,FEIS,NDY,,Anemochory,"Gucker, C. L.",2009,"Fire Effects Information System, [Online]",https://www.fs.fed.us/database/feis/plants/forb/cirpal/all.html,FEIS,NDY,,Seed,"Gucker, C. L.",2009,"Fire Effects Information System, [Online]",https://www.fs.fed.us/database/feis/plants/forb/cirpal/all.html,FEIS,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cirsium palustre
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Panjabi, S. S. & Anderson, D. G.",2004,"USDA Forest Service, Rocky Mountain Region - Species Conservation Assessments",https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5206834.pdf,NDY,NDY,,Passive,"Panjabi, S. S. & Anderson, D. G.",2004,"USDA Forest Service, Rocky Mountain Region - Species Conservation Assessments",https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5206834.pdf,NDY,NDY,,Anemochory,"Panjabi, S. S. & Anderson, D. G.",2004,"USDA Forest Service, Rocky Mountain Region - Species Conservation Assessments",https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5206834.pdf,NDY,NDY,,Seed,"Panjabi, S. S. & Anderson, D. G.",2004,"USDA Forest Service, Rocky Mountain Region - Species Conservation Assessments",https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5206834.pdf,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cirsium perplexans
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Gauthier, M. et al.",2010,Botany,doi.org/10.1139/B10-006,NDY,NDY,,Passive,"Gauthier, M. et al.",2010,Botany,doi.org/10.1139/B10-006,NDY,NDY,,Anemochory,"Gauthier, M. et al.",2010,Botany,doi.org/10.1139/B10-006,NDY,NDY,,Seed,"Gauthier, M. et al.",2010,Botany,doi.org/10.1139/B10-006,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cirsium pitcheri
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Kofron, C. P. et al.",2019,Bulletin Southern California Academy of Sciences,doi.org/10.3160/0038-3872-118.2.111,NDY,NDY,,Passive,"Kofron, C. P. et al.",2019,Bulletin Southern California Academy of Sciences,doi.org/10.3160/0038-3872-118.2.111,NDY,NDY,,Anemochory and Hydrochory,"Kofron, C. P. et al.",2019,Bulletin Southern California Academy of Sciences,doi.org/10.3160/0038-3872-118.2.111,NDY,NDY,,Seed,"Kofron, C. P. et al.",2019,Bulletin Southern California Academy of Sciences,doi.org/10.3160/0038-3872-118.2.111,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cirsium scariosum
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cirsium tracyi
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,TRY record exists,NDY,NDY,NDY,NDY,TRY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dioecious,"Klemow, K. M.,",2002,Can. J. Plant Sci.,10.4141/P01-058,Tree of Sex,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Klinkhamer, P. G. L., De Jong, T. J. & Van Der Meijden, E.",1988,Journal of Ecology,doi.org/10.2307/2260602,NDY,NDY,,Passive,"Klinkhamer, P. G. L., De Jong, T. J. & Van Der Meijden, E.",1988,Journal of Ecology,doi.org/10.2307/2260602,NDY,NDY,,Anemochory,"Klinkhamer, P. G. L., De Jong, T. J. & Van Der Meijden, E.",1988,Journal of Ecology,doi.org/10.2307/2260602,NDY,NDY,,Seed,"Klinkhamer, P. G. L., De Jong, T. J. & Van Der Meijden, E.",1988,Journal of Ecology,doi.org/10.2307/2260602,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cirsium vulgare
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Hermaphroditic,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Pansarin, E. R. & de Barros, F.",2008,Kew Bulletin,https://www.jstor.org/stable/20649578,NDY,NDY,,Passive,"Pansarin, E. R. & de Barros, F.",2008,Kew Bulletin,https://www.jstor.org/stable/20649578,NDY,NDY,,Anemochory,"Pansarin, E. R. & de Barros, F.",2008,Kew Bulletin,https://www.jstor.org/stable/20649578,NDY,NDY,,Seed,"Pansarin, E. R. & de Barros, F.",2008,Kew Bulletin,https://www.jstor.org/stable/20649578,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cleistesiopsis bifaria
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Dispersing,"Pansarin, E. R. & de Barros, F.",2008,Kew Bulletin,https://www.jstor.org/stable/20649578,NDY,NDY,,Passive,"Pansarin, E. R. & de Barros, F.",2008,Kew Bulletin,https://www.jstor.org/stable/20649578,NDY,NDY,,Anemochory,"Pansarin, E. R. & de Barros, F.",2008,Kew Bulletin,https://www.jstor.org/stable/20649578,NDY,NDY,,Seed,"Pansarin, E. R. & de Barros, F.",2008,Kew Bulletin,https://www.jstor.org/stable/20649578,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Cleistesiopsis divaricata
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Coespeletia spicata
NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,NDY,NDY,NDY,NDY,NDY,NDY,NDY,,Coespeletia timotensis
